Id,Title,Type,Category,Genre,Description,Createddate,RankingScore,PopularityScore
761,Fight Club,Movie,Classic,Crime,Intense psychological thriller.,2015-08-20,7.4,86
762,Forrest Gump 7,Movie,International,Crime,Revolutionary storytelling and stunning action.,2021-12-30,7.6,78
763,Inception,Movie,Blockbuster,"Comedy, Sci-Fi",Mind-bending visuals and deep philosophical themes.,2024-03-11,7.5,76
764,The Irishman,Movie,Indie,"Romance, Romance",A masterpiece of direction and acting.,2025-08-28,8.2,83
765,Avengers: Endgame,Movie,Blockbuster,Sci-Fi,Heartwarming tale with unforgettable characters.,2017-03-07,6.8,69
766,The Godfather,Movie,International,"Romance, Mystery",Intense psychological thriller.,2013-05-13,8.0,76
767,Spider-Man: No Way Home,Movie,Classic,Sci-Fi,Intense psychological thriller.,2023-12-06,7.7,86
768,Tenet,Movie,Hollywood,"Adventure, Fantasy",Heartwarming tale with unforgettable characters.,2022-04-07,6.9,93
769,The Godfather 9,Movie,Classic,"Comedy, Drama",Intense psychological thriller.,2025-07-26,9.0,88
770,Avengers: Endgame,Movie,Classic,"Adventure, Comedy",Revolutionary storytelling and stunning action.,2016-10-11,9.5,91
771,La La Land,Movie,Classic,Comedy,Visual spectacle with groundbreaking effects.,2021-01-08,8.6,74
772,Get Out,Movie,International,"Horror, Comedy",A masterpiece of direction and acting.,2024-06-25,7.7,69
773,The Grand Budapest Hotel 4,Movie,Indie,Biography,Heartwarming tale with unforgettable characters.,2018-07-25,7.1,67
774,Interstellar,Movie,Hollywood,"Comedy, Drama",Heartwarming tale with unforgettable characters.,2012-12-21,9.7,65
775,Inception,Movie,Indie,"Biography, Fantasy",Visual spectacle with groundbreaking effects.,2021-12-14,6.5,85
776,Joker,Movie,Classic,Horror,Heartwarming tale with unforgettable characters.,2025-01-02,8.2,66
777,Pulp Fiction,Movie,Classic,"Adventure, Sci-Fi",An epic journey through space and time.,2013-01-03,7.7,85
778,The Shawshank Redemption,Movie,International,"Thriller, Romance",Visual spectacle with groundbreaking effects.,2017-05-10,7.1,92
779,1917,Movie,Bollywood,"Comedy, Mystery",A gripping story of heroism and sacrifice.,2025-03-15,7.1,99
780,No Time to Die,Movie,Blockbuster,Sci-Fi,Heartwarming tale with unforgettable characters.,2024-12-06,6.4,89
781,Tenet,Movie,Classic,"Action, Drama",A masterpiece of direction and acting.,2019-11-27,9.3,92
782,The Batman,Movie,Hollywood,"Fantasy, Romance",Revolutionary storytelling and stunning action.,2025-09-01,7.2,96
783,Inception,Movie,Hollywood,Action,Visual spectacle with groundbreaking effects.,2017-10-16,7.2,91
784,Avengers: Endgame,Movie,Hollywood,Action,Visual spectacle with groundbreaking effects.,2024-12-27,9.4,94
785,Dune,Movie,Blockbuster,"Sci-Fi, Biography",Visual spectacle with groundbreaking effects.,2012-12-26,6.8,99
786,Dune,Movie,International,Horror,Intense psychological thriller.,2017-01-02,7.7,87
787,The Shawshank Redemption 5,Movie,International,Crime,Heartwarming tale with unforgettable characters.,2018-09-10,9.4,69
788,The Irishman,Movie,International,Horror,An epic journey through space and time.,2024-02-06,8.5,86
789,Once Upon a Time in Hollywood,Movie,International,Adventure,Heartwarming tale with unforgettable characters.,2018-08-27,9.6,99
790,Top Gun: Maverick,Movie,Indie,"Romance, Mystery",Intense psychological thriller.,2025-03-26,7.1,68
791,Oppenheimer,Movie,Hollywood,Adventure,A masterpiece of direction and acting.,2018-09-14,9.6,85
792,Pulp Fiction,Movie,Classic,Biography,Heartwarming tale with unforgettable characters.,2023-11-19,9.6,80
793,The Dark Knight 2,Movie,Hollywood,Crime,Mind-bending visuals and deep philosophical themes.,2019-04-04,8.1,90
794,Get Out,Movie,International,"Horror, Crime",Visual spectacle with groundbreaking effects.,2020-11-18,7.2,75
795,Mad Max: Fury Road,Movie,International,"Romance, Mystery",A gripping story of heroism and sacrifice.,2025-03-19,6.5,71
796,Knives Out,Movie,Classic,Action,A masterpiece of direction and acting.,2024-12-22,6.9,94
797,Jojo Rabbit,Movie,Bollywood,Sci-Fi,Heartwarming tale with unforgettable characters.,2014-04-07,7.7,73
798,Avengers: Endgame,Movie,Hollywood,Comedy,Heartwarming tale with unforgettable characters.,2020-06-11,7.4,79
799,Knives Out 1,Movie,Blockbuster,Action,Revolutionary storytelling and stunning action.,2026-01-29,6.3,92
800,Inception 6,Movie,Bollywood,"Adventure, Biography",A masterpiece of direction and acting.,2024-07-11,6.1,85
801,Dune 8,Movie,Hollywood,Horror,Visual spectacle with groundbreaking effects.,2019-03-11,9.0,93
802,Get Out,Movie,Indie,"Action, Horror",Revolutionary storytelling and stunning action.,2022-07-20,9.2,67
803,Parasite,Movie,Bollywood,Thriller,A gripping story of heroism and sacrifice.,2024-08-31,6.1,76
804,The Revenant,Movie,Blockbuster,Comedy,A masterpiece of direction and acting.,2012-10-30,8.2,77
805,Knives Out 9,Movie,International,"Mystery, Romance",Intense psychological thriller.,2018-09-28,7.7,82
806,The Godfather,Movie,International,Biography,Heartwarming tale with unforgettable characters.,2019-07-30,8.7,65
807,Top Gun: Maverick,Movie,Hollywood,Thriller,Intense psychological thriller.,2021-08-09,6.6,79
808,Inception,Movie,International,Fantasy,Intense psychological thriller.,2019-12-10,8.7,96
809,Joker 8,Movie,International,"Romance, Drama",Intense psychological thriller.,2021-07-10,8.4,91
810,Forrest Gump,Movie,Bollywood,Sci-Fi,Visual spectacle with groundbreaking effects.,2016-07-24,6.8,94
811,Tenet,Movie,Bollywood,Drama,A masterpiece of direction and acting.,2024-11-25,7.4,75
812,Oppenheimer,Movie,Indie,"Romance, Mystery",Heartwarming tale with unforgettable characters.,2016-01-07,6.7,65
813,1917 4,Movie,Bollywood,"Drama, Sci-Fi",An epic journey through space and time.,2023-10-10,8.1,83
814,The Revenant,Movie,Classic,"Sci-Fi, Comedy",A masterpiece of direction and acting.,2014-01-31,7.3,73
815,Tenet,Movie,Bollywood,Action,Revolutionary storytelling and stunning action.,2024-03-31,8.8,76
816,Joker 1,Movie,Hollywood,"Crime, Comedy",Intense psychological thriller.,2019-05-10,9.6,78
817,Mad Max: Fury Road,Movie,Blockbuster,"Mystery, Biography",A masterpiece of direction and acting.,2019-12-26,7.7,66
818,Everything Everywhere All at Once,Movie,Hollywood,Biography,Mind-bending visuals and deep philosophical themes.,2014-12-08,8.9,97
819,Get Out 2,Movie,Indie,"Fantasy, Mystery",Revolutionary storytelling and stunning action.,2025-07-16,6.4,66
820,Once Upon a Time in Hollywood,Movie,Bollywood,Drama,Mind-bending visuals and deep philosophical themes.,2022-03-11,9.4,88
821,The Irishman,Movie,Blockbuster,Comedy,Revolutionary storytelling and stunning action.,2022-02-01,8.4,91
822,The Revenant,Movie,Classic,Horror,An epic journey through space and time.,2012-12-02,9.4,82
823,The Matrix,Movie,Blockbuster,Mystery,Revolutionary storytelling and stunning action.,2025-09-09,7.3,95
824,Spider-Man: No Way Home,Movie,Blockbuster,"Adventure, Adventure",Revolutionary storytelling and stunning action.,2021-07-05,9.4,81
825,Top Gun: Maverick,Movie,Indie,"Biography, Romance",Heartwarming tale with unforgettable characters.,2017-07-19,9.5,96
826,Knives Out,Movie,Bollywood,"Thriller, Biography",Intense psychological thriller.,2025-11-02,9.5,68
827,Joker,Movie,Indie,"Adventure, Sci-Fi",Intense psychological thriller.,2017-04-15,6.1,67
828,Barbie 5,Movie,Classic,"Mystery, Adventure",Heartwarming tale with unforgettable characters.,2013-11-24,9.1,81
829,Avengers: Endgame,Movie,Classic,Fantasy,Visual spectacle with groundbreaking effects.,2020-07-24,7.9,79
830,The Godfather 3,Movie,Hollywood,Mystery,An epic journey through space and time.,2020-10-07,6.1,83
831,La La Land,Movie,Blockbuster,"Horror, Drama",Intense psychological thriller.,2017-07-30,7.0,95
832,Forrest Gump,Movie,Hollywood,Romance,Heartwarming tale with unforgettable characters.,2018-11-25,6.3,81
833,The Grand Budapest Hotel,Movie,Indie,Fantasy,An epic journey through space and time.,2020-08-06,9.7,68
834,Fight Club,Movie,Hollywood,Thriller,Heartwarming tale with unforgettable characters.,2019-07-25,7.2,80
835,Mad Max: Fury Road,Movie,Classic,Horror,Revolutionary storytelling and stunning action.,2019-02-07,7.3,86
836,Avengers: Endgame 3,Movie,Indie,"Mystery, Horror",Heartwarming tale with unforgettable characters.,2013-04-05,7.7,98
837,Get Out,Movie,Indie,"Sci-Fi, Adventure",A masterpiece of direction and acting.,2022-03-05,8.3,92
838,Spider-Man: No Way Home,Movie,International,Comedy,A masterpiece of direction and acting.,2022-10-07,6.4,95
839,The Irishman 2,Movie,Classic,Adventure,An epic journey through space and time.,2016-08-14,9.7,81
840,Once Upon a Time in Hollywood,Movie,International,Action,Visual spectacle with groundbreaking effects.,2017-05-31,8.5,95
841,Avengers: Endgame,Movie,Hollywood,Romance,Mind-bending visuals and deep philosophical themes.,2018-08-12,9.5,93
842,Get Out 5,Movie,Hollywood,"Fantasy, Biography",Mind-bending visuals and deep philosophical themes.,2014-10-15,8.5,92
843,Knives Out,Movie,Hollywood,Adventure,Mind-bending visuals and deep philosophical themes.,2018-06-12,7.3,87
844,Inception,Movie,Bollywood,Horror,Visual spectacle with groundbreaking effects.,2020-12-09,8.4,79
845,Fight Club,Movie,Indie,Adventure,A gripping story of heroism and sacrifice.,2023-03-01,9.4,96
846,Top Gun: Maverick 5,Movie,Classic,"Mystery, Adventure",Heartwarming tale with unforgettable characters.,2025-01-23,8.7,92
847,Tenet 3,Movie,Indie,"Action, Drama",A masterpiece of direction and acting.,2018-08-10,7.5,77
848,Barbie 8,Movie,Classic,"Romance, Horror",Intense psychological thriller.,2022-11-23,6.9,82
849,Interstellar,Movie,Hollywood,"Crime, Adventure",Mind-bending visuals and deep philosophical themes.,2025-05-14,8.6,94
850,Avengers: Endgame,Movie,Hollywood,"Comedy, Drama",An epic journey through space and time.,2023-11-25,7.8,74
851,The Grand Budapest Hotel,Movie,Hollywood,Romance,Intense psychological thriller.,2020-02-13,7.9,70
852,Parasite,Movie,Classic,"Sci-Fi, Adventure",Heartwarming tale with unforgettable characters.,2022-08-27,8.6,75
853,The Matrix,Movie,Hollywood,Sci-Fi,An epic journey through space and time.,2019-11-28,8.5,82
854,Tenet,Movie,International,"Drama, Fantasy",A masterpiece of direction and acting.,2021-07-02,8.7,90
855,Spider-Man: No Way Home,Movie,Classic,"Adventure, Horror",An epic journey through space and time.,2025-07-24,8.1,76
856,Everything Everywhere All at Once,Movie,Indie,Mystery,Visual spectacle with groundbreaking effects.,2024-03-03,8.0,69
857,Jojo Rabbit 2,Movie,Blockbuster,Fantasy,Mind-bending visuals and deep philosophical themes.,2017-08-30,9.4,90
858,The Revenant,Movie,International,Crime,Heartwarming tale with unforgettable characters.,2024-09-20,7.7,81
859,The Grand Budapest Hotel,Movie,International,"Horror, Biography",Mind-bending visuals and deep philosophical themes.,2020-01-07,7.1,81
860,Black Panther 7,Movie,International,"Horror, Thriller",Mind-bending visuals and deep philosophical themes.,2015-06-17,8.6,70
861,Black Panther 7,Movie,Classic,"Fantasy, Biography",Revolutionary storytelling and stunning action.,2018-01-27,7.1,81
862,The Grand Budapest Hotel,Movie,Hollywood,"Horror, Mystery",A masterpiece of direction and acting.,2019-01-07,9.3,99
863,Joker,Movie,Bollywood,"Sci-Fi, Comedy",An epic journey through space and time.,2014-09-15,9.1,74
864,Everything Everywhere All at Once,Movie,Hollywood,"Fantasy, Adventure",An epic journey through space and time.,2019-11-21,6.7,66
865,No Time to Die,Movie,Bollywood,"Sci-Fi, Action",Revolutionary storytelling and stunning action.,2024-02-11,8.5,74
866,Pulp Fiction,Movie,Hollywood,Sci-Fi,A gripping story of heroism and sacrifice.,2015-09-20,8.5,75
867,Top Gun: Maverick,Movie,Bollywood,Fantasy,A masterpiece of direction and acting.,2023-01-11,9.2,97
868,Pulp Fiction,Movie,International,"Thriller, Thriller",Intense psychological thriller.,2023-11-23,9.6,73
869,Everything Everywhere All at Once,Movie,Classic,Mystery,An epic journey through space and time.,2022-01-03,6.0,66
870,Oppenheimer 8,Movie,Hollywood,"Horror, Adventure",Visual spectacle with groundbreaking effects.,2024-04-11,7.8,74
871,Joker 5,Movie,Hollywood,"Sci-Fi, Horror",Heartwarming tale with unforgettable characters.,2012-10-07,7.6,66
872,Dune,Movie,Classic,Fantasy,An epic journey through space and time.,2015-03-29,9.2,70
873,Pulp Fiction,Movie,Hollywood,Sci-Fi,A masterpiece of direction and acting.,2024-09-04,6.7,82
874,Joker,Movie,Hollywood,Sci-Fi,A masterpiece of direction and acting.,2021-11-09,8.0,68
875,Black Panther,Movie,Hollywood,"Crime, Drama",Mind-bending visuals and deep philosophical themes.,2022-04-10,9.8,95
876,Everything Everywhere All at Once,Movie,Bollywood,"Romance, Drama",Intense psychological thriller.,2022-03-11,7.4,89
877,Top Gun: Maverick,Movie,Hollywood,Mystery,A masterpiece of direction and acting.,2022-08-11,7.0,67
878,Interstellar,Movie,Bollywood,Thriller,An epic journey through space and time.,2020-06-11,6.4,85
879,The Matrix,Movie,Indie,Mystery,Visual spectacle with groundbreaking effects.,2017-03-09,7.0,72
880,Forrest Gump 3,Movie,Blockbuster,Romance,Heartwarming tale with unforgettable characters.,2024-03-07,8.7,78
881,Knives Out 1,Movie,Bollywood,Crime,A masterpiece of direction and acting.,2015-11-14,7.3,92
882,Interstellar,Movie,International,Romance,Visual spectacle with groundbreaking effects.,2025-02-20,8.6,98
883,Jojo Rabbit,Movie,Indie,"Drama, Biography",Visual spectacle with groundbreaking effects.,2023-10-03,9.1,85
884,Parasite 5,Movie,Bollywood,Mystery,Visual spectacle with groundbreaking effects.,2015-01-22,8.5,65
885,Parasite 5,Movie,Blockbuster,Romance,Visual spectacle with groundbreaking effects.,2014-11-07,7.0,93
886,The Dark Knight 3,Movie,Bollywood,"Action, Comedy",Mind-bending visuals and deep philosophical themes.,2017-02-03,8.4,80
887,Jojo Rabbit,Movie,Classic,"Romance, Fantasy",Mind-bending visuals and deep philosophical themes.,2025-11-10,6.8,93
888,Avengers: Endgame 5,Movie,Bollywood,Mystery,A masterpiece of direction and acting.,2018-02-07,9.1,76
889,The Irishman 5,Movie,International,Mystery,A gripping story of heroism and sacrifice.,2015-11-22,9.7,85
890,Oppenheimer 4,Movie,Blockbuster,Action,A gripping story of heroism and sacrifice.,2016-12-11,7.0,75
891,Everything Everywhere All at Once,Movie,Bollywood,Drama,Heartwarming tale with unforgettable characters.,2022-08-29,8.2,97
892,Knives Out 9,Movie,Blockbuster,"Sci-Fi, Adventure",A masterpiece of direction and acting.,2022-08-21,9.1,70
893,Everything Everywhere All at Once,Movie,Indie,"Drama, Biography",Visual spectacle with groundbreaking effects.,2017-06-06,6.6,87
894,The Revenant,Movie,Hollywood,"Mystery, Drama",Visual spectacle with groundbreaking effects.,2021-02-19,9.7,98
895,Inception 6,Movie,International,Crime,Mind-bending visuals and deep philosophical themes.,2021-01-25,9.3,83
896,Avengers: Endgame,Movie,Classic,Horror,Heartwarming tale with unforgettable characters.,2019-12-14,7.8,87
897,Spider-Man: No Way Home,Movie,Blockbuster,"Biography, Crime",Intense psychological thriller.,2023-09-20,7.2,95
898,Inception 8,Movie,Classic,"Comedy, Crime",An epic journey through space and time.,2019-02-25,6.4,82
899,Tenet,Movie,Indie,"Drama, Fantasy",A masterpiece of direction and acting.,2020-07-19,6.1,95
900,Get Out 1,Movie,Blockbuster,Biography,Mind-bending visuals and deep philosophical themes.,2025-10-26,9.7,82
901,The Dark Knight,Movie,Blockbuster,Comedy,An epic journey through space and time.,2017-12-09,6.5,74
902,Everything Everywhere All at Once,Movie,Indie,"Drama, Crime",Visual spectacle with groundbreaking effects.,2025-12-04,9.1,81
903,Black Panther 3,Movie,Blockbuster,"Action, Thriller",Revolutionary storytelling and stunning action.,2025-08-06,9.4,95
904,No Time to Die 5,Movie,Indie,"Comedy, Mystery",Revolutionary storytelling and stunning action.,2024-03-22,7.6,65
905,La La Land,Movie,Classic,"Romance, Adventure",An epic journey through space and time.,2019-05-29,6.8,83
906,Black Panther,Movie,Bollywood,Drama,Visual spectacle with groundbreaking effects.,2020-10-21,6.4,65
907,Avengers: Endgame 7,Movie,Bollywood,Sci-Fi,Revolutionary storytelling and stunning action.,2018-09-27,7.2,80
908,Dune 2,Movie,Indie,"Crime, Biography",Revolutionary storytelling and stunning action.,2017-09-05,7.4,76
909,Jojo Rabbit 1,Movie,International,"Fantasy, Action",Revolutionary storytelling and stunning action.,2025-12-25,8.0,79
910,Forrest Gump 7,Movie,Bollywood,"Crime, Mystery",A gripping story of heroism and sacrifice.,2015-05-27,9.4,68
911,Barbie 8,Movie,International,"Horror, Thriller",Mind-bending visuals and deep philosophical themes.,2018-07-05,8.0,91
912,Pulp Fiction,Movie,Classic,Adventure,Visual spectacle with groundbreaking effects.,2025-07-17,7.6,74
913,Tenet,Movie,Classic,Crime,A gripping story of heroism and sacrifice.,2024-03-02,8.3,89
914,Spider-Man: No Way Home,Movie,Indie,Drama,Heartwarming tale with unforgettable characters.,2017-06-01,7.2,92
915,Black Panther,Movie,Classic,Romance,Visual spectacle with groundbreaking effects.,2013-07-25,8.9,87
916,Inception 2,Movie,Blockbuster,"Crime, Comedy",Visual spectacle with groundbreaking effects.,2022-05-28,8.3,85
917,The Dark Knight 3,Movie,Classic,Adventure,A gripping story of heroism and sacrifice.,2019-06-07,9.7,67
918,The Matrix,Movie,Blockbuster,"Horror, Adventure",Revolutionary storytelling and stunning action.,2019-11-16,7.7,75
919,Spider-Man: No Way Home 2,Movie,Blockbuster,Drama,Heartwarming tale with unforgettable characters.,2020-08-11,8.8,83
920,The Irishman,Movie,Hollywood,"Action, Mystery",Visual spectacle with groundbreaking effects.,2024-06-04,9.6,88
921,Get Out 8,Movie,Indie,"Mystery, Fantasy",An epic journey through space and time.,2014-07-07,6.1,92
922,Inception 6,Movie,Classic,Comedy,Revolutionary storytelling and stunning action.,2025-09-27,9.5,86
923,Tenet,Movie,Bollywood,Action,A gripping story of heroism and sacrifice.,2024-07-09,6.4,66
924,Parasite,Movie,Blockbuster,Comedy,Heartwarming tale with unforgettable characters.,2017-04-18,7.6,66
925,Avengers: Endgame 7,Movie,International,"Sci-Fi, Drama",Heartwarming tale with unforgettable characters.,2023-10-18,7.1,90
926,Jojo Rabbit 3,Movie,Blockbuster,"Action, Romance",An epic journey through space and time.,2023-12-26,9.3,67
927,Knives Out,Movie,International,Biography,Mind-bending visuals and deep philosophical themes.,2013-03-13,8.6,65
928,Barbie,Movie,Hollywood,Adventure,A gripping story of heroism and sacrifice.,2024-12-24,8.0,87
929,Knives Out 1,Movie,Bollywood,Comedy,A masterpiece of direction and acting.,2020-07-06,8.4,87
930,The Shawshank Redemption,Movie,Bollywood,Mystery,Heartwarming tale with unforgettable characters.,2014-11-08,6.1,94
931,Barbie,Movie,Indie,Drama,A masterpiece of direction and acting.,2017-06-16,7.8,84
932,Mad Max: Fury Road 4,Movie,Bollywood,"Thriller, Comedy",A gripping story of heroism and sacrifice.,2024-06-01,8.0,98
933,Spider-Man: No Way Home,Movie,International,Fantasy,Visual spectacle with groundbreaking effects.,2013-06-07,8.4,78
934,Dune,Movie,Bollywood,"Horror, Comedy",Mind-bending visuals and deep philosophical themes.,2023-01-08,7.7,99
935,Fight Club,Movie,Bollywood,Biography,An epic journey through space and time.,2021-11-27,9.4,90
936,The Batman,Movie,Hollywood,Fantasy,Intense psychological thriller.,2017-03-03,7.7,86
937,Tenet,Movie,Bollywood,Fantasy,Visual spectacle with groundbreaking effects.,2022-08-30,6.9,69
938,Oppenheimer 1,Movie,Blockbuster,"Comedy, Action",Mind-bending visuals and deep philosophical themes.,2012-11-18,9.1,93
939,Top Gun: Maverick,Movie,Indie,"Biography, Thriller",Heartwarming tale with unforgettable characters.,2025-10-28,6.8,75
940,Mad Max: Fury Road,Movie,Hollywood,"Mystery, Biography",An epic journey through space and time.,2013-09-08,9.5,73
941,Everything Everywhere All at Once,Movie,Bollywood,"Comedy, Romance",Revolutionary storytelling and stunning action.,2014-06-11,6.3,70
942,La La Land,Movie,Bollywood,Drama,Revolutionary storytelling and stunning action.,2012-11-14,6.9,87
943,No Time to Die,Movie,International,"Thriller, Drama",An epic journey through space and time.,2026-01-14,9.3,75
944,Dune,Movie,Hollywood,Adventure,Revolutionary storytelling and stunning action.,2016-12-26,9.4,76
945,Top Gun: Maverick,Movie,Bollywood,"Adventure, Mystery",An epic journey through space and time.,2015-08-11,7.3,74
946,The Dark Knight 6,Movie,International,Comedy,Intense psychological thriller.,2014-06-13,7.7,90
947,Joker,Movie,Hollywood,Drama,Revolutionary storytelling and stunning action.,2016-08-27,9.5,77
948,Whiplash,Movie,Classic,"Horror, Biography",An epic journey through space and time.,2012-12-22,7.6,94
949,Everything Everywhere All at Once,Movie,Indie,Mystery,A masterpiece of direction and acting.,2022-11-24,6.6,92
950,The Grand Budapest Hotel,Movie,Blockbuster,"Horror, Drama",An epic journey through space and time.,2013-08-22,8.2,90
951,Pulp Fiction,Movie,Indie,Fantasy,Intense psychological thriller.,2021-12-14,8.6,72
952,The Grand Budapest Hotel 9,Movie,Indie,Comedy,Heartwarming tale with unforgettable characters.,2020-05-22,9.7,72
953,Whiplash 5,Movie,International,Romance,Heartwarming tale with unforgettable characters.,2023-06-23,8.4,99
954,The Revenant,Movie,Indie,"Sci-Fi, Fantasy",Heartwarming tale with unforgettable characters.,2020-10-22,6.3,91
955,No Time to Die,Movie,International,Action,Heartwarming tale with unforgettable characters.,2014-10-03,8.8,87
956,The Grand Budapest Hotel,Movie,Indie,"Sci-Fi, Adventure",Mind-bending visuals and deep philosophical themes.,2015-01-27,6.1,90
957,Parasite 6,Movie,Hollywood,Comedy,An epic journey through space and time.,2022-01-30,7.1,72
958,Forrest Gump 9,Movie,Hollywood,"Horror, Thriller",Heartwarming tale with unforgettable characters.,2015-01-10,9.4,67
959,Joker 8,Movie,Hollywood,"Action, Action",Intense psychological thriller.,2023-07-11,6.1,71
960,Everything Everywhere All at Once,Movie,Indie,"Romance, Drama",An epic journey through space and time.,2020-05-17,8.6,74
961,The Revenant,Movie,Classic,Fantasy,Mind-bending visuals and deep philosophical themes.,2024-02-20,9.5,96
962,Inception,Movie,Indie,Thriller,An epic journey through space and time.,2013-10-25,7.4,79
963,Oppenheimer 2,Movie,Bollywood,Drama,Intense psychological thriller.,2025-10-30,7.6,94
964,Everything Everywhere All at Once,Movie,Indie,Mystery,Intense psychological thriller.,2022-12-28,7.1,70
965,Forrest Gump,Movie,Bollywood,Comedy,Mind-bending visuals and deep philosophical themes.,2019-12-26,6.3,74
966,Whiplash,Movie,Hollywood,Action,Revolutionary storytelling and stunning action.,2013-03-14,9.2,69
967,Black Panther,Movie,International,Fantasy,Heartwarming tale with unforgettable characters.,2019-07-06,7.2,66
968,Mad Max: Fury Road 3,Movie,Blockbuster,Fantasy,Revolutionary storytelling and stunning action.,2017-10-14,8.6,69
969,Oppenheimer,Movie,Blockbuster,"Romance, Romance",An epic journey through space and time.,2023-07-23,6.0,86
970,Parasite 6,Movie,Indie,"Sci-Fi, Adventure",Intense psychological thriller.,2025-12-12,9.3,78
971,Parasite,Movie,International,Thriller,Visual spectacle with groundbreaking effects.,2013-04-14,6.3,98
972,1917,Movie,Hollywood,"Sci-Fi, Mystery",A masterpiece of direction and acting.,2024-11-04,9.3,84
973,Forrest Gump,Movie,Bollywood,"Comedy, Thriller",An epic journey through space and time.,2013-07-30,7.2,96
974,Inception,Movie,Classic,Thriller,A masterpiece of direction and acting.,2014-03-29,7.4,88
975,Black Panther,Movie,Bollywood,"Sci-Fi, Comedy",Revolutionary storytelling and stunning action.,2023-06-16,7.3,87
976,Avengers: Endgame 6,Movie,Classic,"Comedy, Horror",An epic journey through space and time.,2026-01-25,6.5,82
977,Once Upon a Time in Hollywood 6,Movie,Bollywood,Horror,Visual spectacle with groundbreaking effects.,2021-07-04,7.5,99
978,1917 7,Movie,Indie,Comedy,A masterpiece of direction and acting.,2025-02-16,6.0,93
979,Interstellar,Movie,Bollywood,"Comedy, Fantasy",A gripping story of heroism and sacrifice.,2020-01-09,9.5,68
980,Black Panther 3,Movie,Blockbuster,"Comedy, Comedy",A masterpiece of direction and acting.,2022-03-11,8.8,66
981,The Dark Knight,Movie,Indie,Crime,An epic journey through space and time.,2025-01-06,6.9,83
982,Top Gun: Maverick,Movie,Bollywood,"Sci-Fi, Sci-Fi",Heartwarming tale with unforgettable characters.,2019-11-10,9.2,86
983,Pulp Fiction,Movie,Hollywood,Action,An epic journey through space and time.,2015-06-01,9.6,73
984,Top Gun: Maverick 2,Movie,International,Comedy,Visual spectacle with groundbreaking effects.,2022-05-23,8.3,79
985,Inception,Movie,Classic,Crime,Revolutionary storytelling and stunning action.,2020-07-15,9.1,72
986,The Batman,Movie,Blockbuster,Fantasy,Mind-bending visuals and deep philosophical themes.,2016-07-07,6.6,71
987,Dune,Movie,Classic,Mystery,A masterpiece of direction and acting.,2022-02-14,8.2,97
988,No Time to Die,Movie,Classic,"Biography, Action",An epic journey through space and time.,2013-03-02,7.8,99
989,Parasite 7,Movie,Classic,"Crime, Comedy",Revolutionary storytelling and stunning action.,2016-07-09,9.2,95
990,Black Panther,Movie,Blockbuster,Biography,Revolutionary storytelling and stunning action.,2017-06-07,8.5,65
991,Whiplash,Movie,Indie,Crime,A gripping story of heroism and sacrifice.,2019-04-17,6.5,73
992,The Revenant,Movie,Indie,Biography,Visual spectacle with groundbreaking effects.,2021-12-05,8.2,94
993,Forrest Gump,Movie,Classic,Crime,An epic journey through space and time.,2013-12-05,6.6,77
994,Parasite,Movie,Blockbuster,Romance,Revolutionary storytelling and stunning action.,2013-03-10,8.7,90
995,Inception,Movie,International,Romance,A masterpiece of direction and acting.,2019-10-30,7.5,74
996,The Dark Knight,Movie,Blockbuster,Thriller,Visual spectacle with groundbreaking effects.,2023-07-03,8.1,89
997,The Dark Knight 8,Movie,Hollywood,"Crime, Drama",A masterpiece of direction and acting.,2018-01-30,7.9,99
998,The Revenant,Movie,Blockbuster,Horror,A masterpiece of direction and acting.,2025-08-07,6.0,98
999,Oppenheimer,Movie,Classic,"Crime, Drama",A masterpiece of direction and acting.,2014-08-03,9.7,92
1000,Top Gun: Maverick,Movie,Blockbuster,"Horror, Fantasy",Heartwarming tale with unforgettable characters.,2024-07-07,9.7,98
